File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Backup\App.cs,84,64,44,7,6,0,14,64,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Backup\ArgumentParser.cs,61,44,27,7,14,0,3,9,0,0
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Backup\AssemblyInfo.cs,65,14,2,0,5,0,46,286,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Backup\MSIProjectVersioner.cs,72,41,22,5,12,0,19,109,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Backup\MSMProjectVersioner.cs,55,29,15,3,8,0,18,92,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Backup\VDProjectVersioner.cs,172,92,59,13,28,1,52,348,6,15
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Backup\Version.cs,67,47,23,10,10,0,10,42,6,15
C:\Development\Selkie\Windsor\NuGet.Selkie.Windsor\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\BaseInstaller.cs,64,51,24,2,13,1,0,9,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\BasicConsoleInstaller.cs,201,159,83,14,41,1,1,19,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\IComponentInfo.cs,12,10,5,0,2,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Installer.cs,94,82,42,6,12,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\IProjectComponentLoader.cs,12,11,6,0,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\ISelkieLogger.cs,47,32,18,0,15,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\ITypedFactory.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Lifestyle.cs,9,9,2,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\ProjectComponentAttribute.cs,34,29,13,1,5,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\ProjectComponentLoader.cs,190,157,70,12,33,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\SelkieLogger.cs,112,95,38,0,17,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Extensions\StringExtensions.cs,18,17,6,1,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Installers\LoggerInstaller.cs,20,19,10,1,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Installers\ProjectComponentLoaderBuilder.cs,14,13,6,1,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Installers\ProjectComponentLoaderInstaller.cs,26,23,12,1,3,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\Installer.cs,14,13,5,1,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\Program.cs,37,29,22,0,8,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\SingeltonExample.cs,38,31,20,0,7,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\StartableExample.cs,12,11,5,0,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\TransientExample.cs,38,31,20,0,7,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\TypedFactoryExample.cs,41,33,22,0,8,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\Installer.cs,10,10,4,1,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\ITypedFactoryTest.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\SingeltonTest.cs,16,14,6,0,2,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\StartableTest.cs,30,26,12,0,4,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\TransientTest.cs,16,14,6,0,2,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\BaseInstallerTests.cs,70,57,32,1,13,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\GlobalSuppressions.cs,24,24,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\LifestyleSingletonTest.cs,51,44,24,0,7,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\LifestyleStartableTest.cs,29,24,12,0,4,0,1,8,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\LifestyleTests.cs,49,41,17,0,8,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\LifestyleTransientTest.cs,51,44,24,0,7,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\ProjectComponentAttributeTests.cs,48,42,17,0,6,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\SelkieLoggerTests.cs,215,133,61,0,37,0,45,45,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\TypedFactoryTest.cs,55,47,27,0,8,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\Extensions\StringExtensionsTests.cs,22,20,9,0,2,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\Installer.cs,10,10,4,1,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\ITypedFactoryTest.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\SingeltonTest.cs,16,14,6,0,2,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\StartableTest.cs,27,24,10,0,3,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\TransientTest.cs,16,14,6,0,2,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Infrastructure\App.xaml.cs,87,56,34,1,11,0,20,88,0,0
C:\Development\Selkie\WPF\Infrastructure\Bootstrapper.cs,32,28,14,3,4,0,0,0,0,0
C:\Development\Selkie\WPF\Infrastructure\DynamicProxy.cs,24,13,5,0,4,0,7,35,0,0
C:\Development\Selkie\WPF\Infrastructure\Installers.cs,95,62,32,1,19,0,14,73,0,0
C:\Development\Selkie\WPF\Infrastructure\MainWindow.xaml.cs,81,49,29,0,17,0,15,80,0,0
C:\Development\Selkie\WPF\Infrastructure\Shell.cs,28,12,6,0,3,0,13,37,0,0
C:\Development\Selkie\WPF\Infrastructure\Properties\AssemblyInfo.cs,56,20,5,0,9,2,27,206,0,0
C:\Development\Selkie\WPF\Infrastructure\Properties\Resources.Designer.cs,64,33,17,3,9,1,22,119,0,1
C:\Development\Selkie\WPF\Infrastructure\Properties\Settings.Designer.cs,27,13,6,1,6,1,8,30,0,1
C:\Development\Selkie\WPF\Selkie.Framework\AntSettingsSource.cs,36,31,15,2,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\AntSettingsSourceManager.cs,85,66,37,0,19,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Colony.cs,133,111,62,5,22,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\CostMatrixCalculationManager.cs,200,164,92,16,35,0,1,4,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Installer.cs,35,30,17,0,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\LinesSourceManager.cs,172,141,81,7,31,3,0,15,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Racetracks.cs,72,64,32,4,8,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\RacetrackSettingsSource.cs,28,23,13,0,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\RacetrackSettingsSourceManager.cs,54,44,24,0,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\RacetracksSource.cs,68,60,29,4,8,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\RacetracksSourceManager.cs,98,80,49,4,18,1,0,5,0,0
C:\Development\Selkie\WPF\Selkie.Framework\SurveyFeatureSource.cs,52,41,28,1,11,1,0,6,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Aco\AcoProxyLogger.cs,66,51,29,2,15,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Aco\ColonyParameters.cs,20,18,11,0,2,2,0,10,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Aco\ColonyParametersValidator.cs,48,42,18,5,5,0,1,6,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Aco\ServiceProxy.cs,136,110,64,3,26,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\DoubleArrayToIntegerArrayConverter.cs,53,45,23,5,8,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\IDoubleArrayToIntegerArrayConverter.cs,14,12,6,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\IPathDtoToPath.cs,16,14,8,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\IRacetracksDtoToRacetracksConverter.cs,17,14,8,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\ITestLinesDtoToLinesConverter.cs,17,15,9,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\PathDtoToPath.cs,173,147,78,18,25,0,1,4,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\RacetracksDtoToRacetracksConverter.cs,73,62,34,4,11,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\SurveyFeaturesToCostPerSurveyFeatureConverter.cs,43,34,22,2,9,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\SurveyFeatureToSurveyFeatureDtoConverter.cs,54,50,18,0,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters\TestLinesDtoToLinesConverter.cs,65,57,27,7,8,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Messages\CostMatrixCalculatedMessage.cs,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Services\Handlers\BestTrailHandler.cs,37,34,15,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Services\Handlers\ExceptionThrownHandler.cs,25,22,12,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Services\Handlers\PheromonesHandler.cs,32,28,14,0,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Services\Handlers\StatusHandler.cs,27,24,13,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Path.cs,117,95,51,9,22,1,0,6,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyAntSettingsRequestMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyAntSettingsResponseMessage.cs,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyAntSettingsSetMessage.cs,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyAvailabeTestLinesRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyAvailableTestLinesResponseMessage.cs,18,16,8,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyBestTrailMessage.cs,45,41,22,2,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyCostMatrixChangedMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyExceptionThrownMessage.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyFinishedMessage.cs,13,12,7,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyLineResponseMessage.cs,13,11,6,0,1,0,1,4,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyLinesRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyLinesResponseMessage.cs,19,17,9,0,2,1,0,4,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyPheromonesMessage.cs,27,25,13,1,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyPheromonesRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyRacetracksChangedMessage.cs,13,12,6,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyRacetrackSettingsChangedMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyRacetrackSettingsRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyRacetrackSettingsSetMessage.cs,13,12,7,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyRacetracksRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyStartedMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyStartRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyStatusMessage.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyStoppedMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyStopRequestMessage.cs,9,8,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages\ColonyTestLineSetMessage.cs,24,22,10,1,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common.Tests\PathTests.cs,602,423,213,1,101,0,78,78,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IAntSettingsSource.cs,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IAntSettingsSourceFactory.cs,13,11,6,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IAntSettingsSourceManager.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IColony.cs,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IColonyParameters.cs,16,13,7,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IColonyParametersFactory.cs,17,14,7,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\ICostMatrixCalculationManager.cs,20,16,9,0,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\ICostMatrixSourceManager.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\ILinesSourceFactory.cs,13,12,8,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\ILinesSourceManager.cs,22,18,10,0,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Installer.cs,8,7,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IPath.cs,19,18,14,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IRacetracks.cs,21,16,8,0,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IRacetrackSettingsSource.cs,10,10,6,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IRacetrackSettingsSourceFactory.cs,15,13,6,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IRacetrackSettingsSourceManager.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\IRacetracksSourceManager.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\ISurveyFeatureSource.cs,19,16,9,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Aco\IAcoProxyLogger.cs,12,11,7,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Aco\IColonyParametersValidator.cs,9,8,4,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Aco\IServiceProxy.cs,14,13,9,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Converters\IConverter.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Converters\ISurveyFeaturesToCostPerSurveyFeatureConverter.cs,15,13,7,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Converters\ISurveyFeatureToSurveyFeatureDtoConverter.cs,16,14,8,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\AntSettingsSourceManagerTests.cs,239,169,51,0,27,0,43,64,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\AntSettingsSourceTests.cs,39,28,12,0,5,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\ColonyTests.cs,231,168,66,3,33,0,30,30,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\LinesSourceManagerTests.cs,462,348,127,7,62,0,52,55,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\RacetrackSettingsSourceManagerTests.cs,107,90,43,1,17,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\RacetracksSourceManagerTests.cs,213,159,84,2,33,0,21,21,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\RacetracksSourceTests.cs,87,76,34,1,11,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\RacetracksTests.cs,109,92,40,0,11,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\SurveyFeatureSourceTests.cs,77,69,28,0,8,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Aco\AcoProxyLoggerTests.cs,110,81,35,1,14,0,15,15,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Aco\ColonyParametersTests.cs,33,23,11,0,4,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Aco\ColonyParametersValidatorTests.cs,161,127,63,2,16,0,18,18,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Aco\CostMatrixCalculationManagerTests.cs,664,497,190,7,92,0,75,75,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Aco\ServiceProxyTests.cs,467,333,136,2,65,0,69,69,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Aco\SurveyFeatureToSurveyFeatureDtoConverterTests.cs,136,102,41,0,15,0,19,27,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Converters\DoubleArrayToIntegerArrayConverterTests.cs,73,60,23,0,7,0,6,6,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Converters\PathDtoToPathTests.cs,447,335,149,8,61,0,51,51,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Converters\RacetracksDtoToRacetracksConverterTests.cs,192,139,71,3,29,0,24,24,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Converters\SurveyFeaturesToCostPerSurveyFeatureConverterTests.cs,84,63,26,0,9,1,12,15,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Converters\TestLinesDtoToLinesConverterTests.cs,251,205,72,5,28,0,18,18,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Services\Handlers\BestTrailHandlerTests.cs,41,38,18,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Services\Handlers\ExceptionThrownHandlerTests.cs,30,28,15,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Services\Handlers\PheromonesHandlerTests.cs,37,34,18,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Services\Handlers\StatusHandlerTests.cs,30,28,15,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\App.xaml.cs,81,66,40,3,14,0,1,4,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj\Debug\App.g.cs,55,32,25,0,8,0,15,44,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj\Debug\App.g.i.cs,55,32,25,0,8,0,15,44,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj\Debug\Selkie.WPF.Application_Content.g.cs,14,2,0,0,4,1,8,30,0,1
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj\Debug\Selkie.WPF.Application_Content.g.i.cs,14,2,0,0,4,1,8,30,0,1
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj\Release\App.g.i.cs,55,32,25,0,8,0,15,44,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj\Release\Selkie.WPF.Application_Content.g.i.cs,14,2,0,0,4,1,8,30,0,1
C:\Development\Selkie\WPF\Selkie.WPF.Application\Properties\AssemblyInfo.cs,55,17,3,0,11,2,27,206,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\Properties\Resources.Designer.cs,69,39,23,3,8,1,22,119,0,1
C:\Development\Selkie\WPF\Selkie.WPF.Application\Properties\Settings.Designer.cs,31,16,9,1,7,1,8,30,0,1
C:\Development\Selkie\WPF\Selkie.WPF.Application\Windsor\Installer.cs,182,146,70,13,35,2,1,27,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\Windsor\ViewActivatorFacility.cs,46,30,17,2,5,0,11,24,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\Windsor\WindsorViewFactory.cs,27,23,12,2,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\Windsor\WpfWindowActivator.cs,89,75,33,5,7,0,7,40,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application.Setup.CustomInstaller\UpdateFolderRights.cs,62,55,30,1,7,1,0,2,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application.Setup.CustomInstaller\UpdateFolderRights.Designer.cs,36,21,9,1,4,0,11,54,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application.Setup.CustomInstaller\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\ApplicationDispatcher.cs,77,61,32,6,13,0,3,10,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\DisplayLine.cs,137,117,56,10,20,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\DisplayNode.cs,189,170,86,16,19,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\DockingCenter.cs,101,85,47,8,16,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Installer.cs,26,24,12,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\NodeHelper.cs,67,55,30,11,12,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Converters\CostForLineSwitchCalculator.cs,65,59,28,2,6,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Converters\EnumMatchToBooleanConverter.cs,48,43,19,8,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Converters\GeometryPointToWindowsPointConverter.cs,55,45,20,3,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Converters\InverseBooleanConverter.cs,36,32,13,4,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Converters\LinesToTransferPointsConverter.cs,115,104,49,11,11,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Converters\LineToWindowPointsConverter.cs,103,85,48,6,18,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\IApplicationDispatcher.cs,13,11,6,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\IDisplayLine.cs,17,16,12,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\IDisplayLineFactory.cs,16,13,8,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\IDisplayNode.cs,25,24,20,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\IDockingCenter.cs,12,10,5,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\INodeIdHelper.cs,16,13,8,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\INodeModel.cs,13,12,8,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Installer.cs,8,7,3,0,1,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\ITask.cs,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Converters\IConverter.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Converters\ICostForLineSwitchCalculator.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Converters\IGeometryPointToWindowsPointConverter.cs,13,11,6,0,2,0,0,0,0,0
