File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\LinesSourceManager.cs,145,112,55,24,29,0,4,14,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\LinesToLineDtosConverter.cs,42,33,20,1,9,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\LinesValidator.cs,75,57,37,6,18,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\LinesValidatorLogger.cs,80,70,32,5,10,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\LineToLineDtoConverter.cs,52,46,19,2,6,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\Service.cs,53,46,20,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\TestLineCreator.cs,692,550,223,32,116,0,26,118,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\FeaturesToLinesConverter.cs,69,55,33,5,14,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\FeaturesValidator.cs,68,56,33,5,12,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\GeoJsonStringReader.cs,25,21,12,1,4,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\Importer.cs,56,49,29,2,7,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\LineStringToLineConverter.cs,81,62,38,6,19,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\SelkieGeoJsonStringReader.cs,24,21,11,1,3,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\Interfaces\IFeaturesToLinesConverter.cs,13,12,8,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\Interfaces\IFeaturesValidator.cs,12,11,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\Interfaces\IFeatureToLineConverter.cs,19,15,9,0,4,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\Interfaces\IGeoJsonStringReader.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\Interfaces\IImporter.cs,14,13,9,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\GeoJson\Importer\Interfaces\ISelkieGeoJsonStringReader.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\Handlers\ImportGeoJsonTextRequestHandlerAsync.cs,38,33,19,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\Handlers\LineValidationRequestHandlerAsync.cs,37,32,17,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\Handlers\TestLineRequestHandlerAsync.cs,48,41,26,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines\Properties\AssemblyInfo.cs,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Console\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Console\Program.cs,20,17,9,0,2,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Console\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Console.Client\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Console.Client\LineServiceTestClient.cs,133,111,52,2,21,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Console.Client\LineToLineDtoConverter.cs,50,43,17,2,6,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Console.Client\Program.cs,57,43,31,0,13,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Console.Client\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\ProcessHelper.cs,48,40,21,5,8,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\ServiceLines.feature.cs,282,253,71,0,19,1,10,35,0,1
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\ServiceLinesSteps.cs,39,31,16,0,7,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\GivenDidNotAReceiveAImportGeoJsonTextResponseMessageStep.cs,16,15,8,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\GivenDidNotAReceiveALineValidationResponseMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\GivenDidNotAReceiveATestLineResponseMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\ThenTheResultShouldBeThatIReceivedAImportGeoJsonTextResponseMessageStep.cs,29,24,13,1,5,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\ThenTheResultShouldBeThatIReceivedALineValidationResponseMessageStep.cs,23,20,10,1,3,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\ThenTheResultShouldBeThatIReceivedATestLineResponseMessageStep.cs,25,21,11,1,4,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\WhenISendAImportGeoJsonTextRequestMessageStep.cs,41,38,10,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\WhenISendALineValidationRequestMessageStep.cs,21,19,10,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\WhenISendATestLineRequestMessageStep.cs,26,23,12,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\BaseStep.cs,39,33,16,1,6,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\GivenDidNotReceivePingResponseMessage.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\GivenServiceIsRunningSteps.cs,74,61,38,1,13,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\Helper.cs,76,63,33,10,13,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\ServiceHandlers.cs,52,43,22,2,9,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\SpecFlowService.cs,108,87,45,4,20,0,1,9,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\ThenTheResultShouldBeAPingResponseMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\ThenTheResultShouldBeServiceNotRunningStep.cs,19,17,8,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\ThenTheResultShouldBeThatIReceivedAServiceStartedMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\ThenTheResultShouldBeThatIReceivedAServiceStoppedMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\WhenISendAPingMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Specflow\Steps\Common\WhenISendAStopMessageStep.cs,17,16,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\GeoJson\XUnit\Importer\FeaturesToLinesConverterTests.cs,205,150,79,2,37,0,18,18,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\GeoJson\XUnit\Importer\FeaturesValidatorTests.cs,461,332,167,11,87,0,42,42,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\GeoJson\XUnit\Importer\GeoJsonStringReaderTests.cs,69,56,21,0,6,0,7,10,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\GeoJson\XUnit\Importer\ImporterTests.cs,87,63,29,0,11,0,13,16,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\GeoJson\XUnit\Importer\LineStringToLineConverterTests.cs,196,140,68,3,35,0,21,21,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\GeoJson\XUnit\Importer\XUnitHelper.cs,70,60,22,4,9,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\Handlers\XUnit\ImportGeoJsonTextRequestHandlerTests.cs,74,57,25,0,8,0,9,9,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\Handlers\XUnit\LineValidationRequestHandlerTests.cs,74,62,32,2,11,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\Handlers\XUnit\TestLineRequestHandlerTests.cs,87,67,31,0,10,0,10,13,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\XUnit\GeoJsonTextToLineDtosConverterTests.cs,167,121,63,2,28,0,18,18,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\XUnit\InstallerTests.cs,33,27,16,0,5,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\XUnit\LinesSourceManagerTests.cs,270,209,108,0,57,0,4,16,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\XUnit\LinesToLineDtosConverterTests.cs,93,70,34,1,11,0,12,12,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\XUnit\LinesValidatorTests.cs,113,85,38,0,15,0,13,16,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\XUnit\LineToLineDtoConverterTests.cs,267,220,91,0,46,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Tests\XUnit\ServiceTests.cs,50,42,21,0,7,0,1,4,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Windows.Service\Installer.cs,17,16,7,1,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Windows.Service\LinesServiceMain.cs,16,15,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Windows.Service\Program.cs,44,38,21,1,6,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Windows.Service\ProjectInstaller.cs,66,59,32,1,7,1,0,2,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Windows.Service\ProjectInstaller.Designer.cs,63,37,23,1,6,0,20,57,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Windows.Service\Service.cs,96,78,48,3,18,0,0,0,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Windows.Service\Service.Designer.cs,38,22,10,1,5,0,11,54,0,0
C:\Development\Selkie\Services\Lines\Selkie.Services.Lines.Windows.Service\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines.Common\NuGet.Selkie.Services.Lines.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines.Common\packages\SpecFlow.NUnit.Runners.1.0.0\content\SpecFlowNUnitExtension.cs,80,54,24,1,14,1,12,47,0,1
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\TestLineType.cs,47,46,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\Dto\LineDto.cs,30,23,10,0,7,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\Messages\ImportGeoJsonTextRequestMessage.cs,12,11,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\Messages\ImportGeoJsonTextResponseMessage.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\Messages\LineValidationRequestMessage.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\Messages\LineValidationResponseMessage.cs,16,14,6,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\Messages\TestLineRequestMessage.cs,12,11,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\Messages\TestLineResponseMessage.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Dto\LineDtoTests.cs,106,88,38,0,13,0,5,9,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Messages\ImportGeoJsonTextRequestMessageTests.cs,27,21,10,0,3,0,3,3,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Messages\ImportGeoJsonTextResponseMessageTests.cs,46,37,18,0,6,0,3,3,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Messages\JsonHelper.cs,18,16,8,1,2,0,0,0,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Messages\LineValidationRequestMessageTests.cs,59,47,23,0,9,0,3,3,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Messages\LineValidationResponseMessageTests.cs,70,55,27,0,12,0,3,3,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Messages\TestLineRequestMessageTests.cs,50,40,19,0,7,0,3,3,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Messages\TestLineResponseMessageTests.cs,46,37,18,0,6,0,3,3,0,0
C:\Development\Selkie\Services\Lines.Common\Selkie.Services.Lines.Common.Tests\Properties\AssemblyInfo.cs,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Services\Monitor\packages\SpecFlow.NUnit.Runners.1.0.0\content\SpecFlowNUnitExtension.cs,79,54,24,1,14,1,11,44,0,1
C:\Development\Selkie\Services\Monitor\Selkie.Services.Aco.Console\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Aco.Console\Program.cs,20,17,9,0,2,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Aco.Console\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Lines.Console\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Lines.Console\Program.cs,20,17,9,0,2,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Lines.Console\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\DetermineNotRunningServices.cs,49,41,23,3,8,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IDetermineNotRunningServices.cs,10,9,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\INotRunningServices.cs,14,12,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Installer.cs,33,28,14,0,2,0,3,10,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IPingInformation.cs,17,14,9,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IPingResponseMonitor.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IRestartServiceMonitor.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IRunningServices.cs,22,17,10,0,5,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IServicesMonitor.cs,14,12,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IServicesStatus.cs,12,11,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IServicesStopper.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\IStatusRequestMonitor.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\NotRunningServices.cs,32,27,15,2,5,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\PingInformation.cs,89,75,39,6,14,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\PingResponseMonitor.cs,74,62,35,2,12,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\RestartServiceMonitor.cs,64,53,30,1,11,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\RunningServices.cs,141,120,60,19,21,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Service.cs,70,58,29,0,11,0,1,13,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\ServicesMonitor.cs,95,80,46,2,14,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\ServicesStatus.cs,86,75,41,2,11,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\ServicesStopper.cs,49,42,26,1,7,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\StatusRequestMonitor.cs,63,55,31,0,8,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\IPathToFullPathConverter.cs,9,8,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ISelkieConfigurationManager.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ISelkieProcess.cs,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ISelkieProcessFactory.cs,13,11,6,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\IServiceElementStarter.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\IServiceProcessCreator.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\IServicesConfigurationRepository.cs,14,12,6,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\IServicesStarter.cs,7,7,3,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\IServiceStarter.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\PathToFullPathConverter.cs,37,30,14,3,7,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\SelkieConfigurationManager.cs,18,16,8,1,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\SelkieProcess.cs,40,34,18,1,5,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ServiceElementStarter.cs,38,33,17,1,5,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ServiceProcessCreator.cs,54,46,22,1,8,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ServicesConfigurationRepository.cs,63,51,27,8,12,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ServicesConfigurationSection.cs,129,115,46,8,13,0,1,12,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ServicesStarter.cs,49,42,23,1,7,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Configuration\ServiceStarter.cs,30,24,13,3,6,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor\Properties\AssemblyInfo.cs,41,41,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Common\Messages\RestartServiceRequestMessage.cs,10,9,4,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Common\Messages\StatusRequestMessage.cs,6,6,2,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Common\Messages\StatusResponseMessage.cs,15,12,6,0,3,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Common\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Common.Tests\Messages\XUnit\StatusResponseMessageTests.cs,63,46,20,0,7,0,10,13,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Common.Tests\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Console\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Console\Program.cs,20,17,9,0,2,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.Console\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Installer.cs,18,16,7,1,1,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\MonitorService.feature.cs,292,263,73,0,19,1,10,35,0,1
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\MonitorServiceSteps.cs,22,18,9,0,3,0,1,4,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\SpecFlowNUnitExtension.cs,90,61,24,1,17,1,12,47,0,1
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Properties\AssemblyInfo.cs,39,39,0,0,0,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\GivenDidNotReceivePingResponseMessageForLinesServiceStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\GivenDidNotReceivePingResponseMessageForRacetracksServiceStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\GivenDidNotReceiveStatusResponseMessageStep.cs,14,13,6,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\GivenDidReceivePingResponseMessageForLinesServiceStep.cs,21,19,9,1,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\GivenISendALinesServiceStopMessageStep.cs,21,19,9,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\GivenIWaitUntilServicesAreRunningStep.cs,15,14,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\ThenTheResultShouldBeAStatusResponseMessageStep.cs,27,24,12,1,3,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\ThenTheResultShouldBeThatIReceivedAPingResponseMessageForLinesServiceStep.cs,19,17,8,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\ThenTheResultShouldBeThatIReceivedAPingResponseMessageForRacetracksServiceStep.cs,21,19,9,1,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\WhenISendAStatusRequestMessageStep.cs,15,14,7,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\BaseStep.cs,40,34,17,1,6,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\GivenDidNotReceivePingResponseMessage.cs,13,12,5,0,1,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\GivenServiceIsRunningSteps.cs,78,64,41,1,14,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\Helper.cs,12,10,4,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\KillAllSelkieProcesses.cs,44,38,19,2,6,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\ServiceHandlers.cs,61,51,26,3,10,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\SpecFlowService.cs,92,77,39,4,14,0,1,9,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\StepHelper.cs,27,23,12,3,4,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\ThenTheResultShouldBeAPingResponseMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\ThenTheResultShouldBeServiceNotRunningStep.cs,19,17,8,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\ThenTheResultShouldBeThatIReceivedAServiceStartedMessageStep.cs,18,16,7,0,2,0,0,0,0,0
C:\Development\Selkie\Services\Monitor\Selkie.Services.Monitor.SpecFlow\Steps\Common\ThenTheResultShouldBeThatIReceivedAServiceStoppedMessageStep.cs,18,16,7,0,2,0,0,0,0,0
